City,Region,Country,Code,Year,Total Population,Served Population,Water Length,Percent Served
Gradiška,Europe,Bosnia and Herzegovina,BH93,2015,53000.0,43200.0,417.0,0.8150943396226416
Požarevac,Europe,Serbia,17223810,2015,75354.0,60000.0,250.0,0.7962417389919579
Ivanjica,Europe,Serbia,7216840,2015,32047.0,15210.0,63.8,0.4746154086185914
Preševo,Europe,Serbia,6389309,2015,29744.0,15150.0,60.0,0.5093464228079613
Sevastopol,Europe,Ukraine,UA001,2015,385780.0,385780.0,1118.0,1.0
Ashburton,Western Pacific,New Zealand,NZ002,2015,31041.0,22948.0,388.0,0.7392803066911504
Alexandra,Western Pacific,New Zealand,NZ009,2015,17895.0,17895.0,332.67,1.0
Christchurch,Western Pacific,New Zealand,NZ007,2015,367800.0,339879.0,3470.92,0.9240864600326264
Balclutha,Western Pacific,New Zealand,NZ008,2015,16890.0,13190.0,2525.8,0.7809354647720544
Dunedin,Western Pacific,New Zealand,NZ010,2015,120246.0,111415.0,1140.93,0.9265588876137252
Gore,Western Pacific,New Zealand,NZ011,2015,12033.0,10435.0,118.0,0.8671985373556054
Wellington,Western Pacific,New Zealand,NZ012,2015,381090.0,372518.0,180.5,0.9775066257314545
Hamilton,Western Pacific,New Zealand,NZ015,2015,153000.0,141607.0,1161.0,0.9255359477124183
Paeroa,Western Pacific,New Zealand,NZ013,2015,17811.0,13404.0,580.0,0.7525686373589355
Levin,Western Pacific,New Zealand,NZ014,2015,30096.0,25382.0,314.0,0.843367889420521
Lower Hutt ,Western Pacific,New Zealand,NZ003,2015,98238.0,96593.0,681.0,0.9832549522588001
Invercargill,Western Pacific,New Zealand,NZ016,2015,51696.0,47786.0,422.6,0.9243655215103683
Dargaville,Western Pacific,New Zealand,NZ017,2015,4251.0,4251.0,85.7,1.0
Paraparaumu,Western Pacific,New Zealand,NZ018,2015,49104.0,47926.0,468.0,0.976010101010101
Fairlie,Western Pacific,New Zealand,NZ019,2015,4158.0,4158.0,239.0,1.0
Blenheim,Western Pacific,New Zealand,NZ020,2015,43416.0,33100.0,439.0,0.7623917449788097
New Plymouth,Western Pacific,New Zealand,NZ021,2015,74187.0,61625.0,815.0,0.8306711418442584
Palmerston North,Western Pacific,New Zealand,NZ022,2015,80079.0,64052.0,538.0,0.7998601381136128
Porirua,Western Pacific,New Zealand,NZ004,2015,51717.0,51717.0,328.0,1.0
Rotorua,Western Pacific,New Zealand,NZ023,2015,65280.0,59951.0,747.0,0.9183670343137255
Taumarunui,Western Pacific,New Zealand,NZ024,2015,11844.0,10603.0,200.0,0.8952212090509963
Rolleston,Western Pacific,New Zealand,NZ025,2015,44595.0,40061.0,1076.87,0.8983294091265837
Hawera,Western Pacific,New Zealand,NZ026,2015,26577.0,20838.0,618.0,0.7840614064792866
Whangarei,Western Pacific,New Zealand,NZ036,2015,85900.0,59649.0,734.0,0.6944004656577416
Whakatane,Western Pacific,New Zealand,NZ041,2015,32691.0,29198.0,278.0,0.8931510201584534
Tauranga,Western Pacific,New Zealand,NZ034,2015,47219.0,26715.0,664.0,0.5657680171117558
Hokitika,Western Pacific,New Zealand,NZ038,2015,8304.0,5412.0,123.34,0.6517341040462428
Wellington,Western Pacific,New Zealand,NZ006,2015,190956.0,182105.0,909.0,0.953649008148474
Hawkes Bay,Western Pacific,New Zealand,NZ039,2015,7890.0,4638.0,100.48,0.5878326996197719
Te Awamutu,Western Pacific,New Zealand,NZ040,2015,46668.0,29788.0,571.46,0.6382960486843233
Tokoroa,Western Pacific,New Zealand,NZ027,2015,22071.0,20106.0,230.8,0.9109691450319424
Nelson,Western Pacific,New Zealand,NZ030,2015,47900.0,26491.0,798.0,0.5530480167014614
Rangiora,Western Pacific,New Zealand,NZ037,2015,49989.0,44909.0,844.0,0.8983776430814779
Taupo,Western Pacific,New Zealand,NZ028,2015,32907.0,32907.0,717.0,1.0
Ngaruawahia,Western Pacific,New Zealand,NZ033,2015,63378.0,34751.0,692.0,0.5483132948341696
Upper Hutt,Western Pacific,New Zealand,NZ005,2015,40179.0,40095.0,280.0,0.9979093556335399
Timaru,Western Pacific,New Zealand,NZ032,2015,43929.0,41549.0,1796.04,0.9458216667804867
Thames,Western Pacific,New Zealand,NZ031,2015,26178.0,26178.0,534.7,1.0
Tauranga,Western Pacific,New Zealand,NZ029,2015,120819.0,120819.0,1227.0,1.0
Mariupol,Europe,Ukraine,UA3361508,2015,486140.0,404944.0,1830.45,0.8329781544411075
H? Chí Minh,Western Pacific,Vietnam,E01.3.B,2015,498000.0,441000.0,428.0,0.8855421686746988
 Tp H?i Phòng,Western Pacific,Vietnam,B08.2.B,2015,136000.0,58656.0,203.0,0.43129411764705883
H? Chí Minh,Western Pacific,Vietnam,E01.7.B,2015,378650.0,378650.0,338.0,1.0
H? Chí Minh,Western Pacific,Vietnam,E01.5.B,2015,706747.0,706747.0,636.87,1.0
tp Tân An,Western Pacific,Vietnam,F02.1.B,2015,186612.0,117565.0,280.0,0.6299969991211712
 Huy?n Nh?n Tr?ch,Western Pacific,Vietnam,E05.2.B,2015,72975.0,15624.0,59.29,0.21410071942446043
TP.C?n Th?,Western Pacific,Vietnam,F01.5.B,2015,171019.0,60604.0,153.2,0.35436998228267036
TP.C?n Th?,Western Pacific,Vietnam,F01.3.B,2015,37038.0,36369.0,78.04,0.9819374696257898
 tp Long Xuyên,Western Pacific,Vietnam,F06.1.B,2015,889756.0,889756.0,3312.0,1.0
Th? xã Ninh Hòa,Western Pacific,Vietnam,C12.2.B,2015,231534.0,133432.8,295.1,0.5762989452952914
TP Cao Lãnh,Western Pacific,Vietnam,F12.1.B,2015,299248.0,283081.0,886.65,0.9459745762711864
Kahama,Africa,Tanzania,TZ029,2015,152759.0,120266.0,258.0,0.787292401757016
Bashkia Himare,Europe,Albania,UM001a,2015,13500.0,12300.0,35.0,0.9111111111111111
Ternopil,Europe,Ukraine,UA005,2015,245799.0,224781.0,347.3,0.914491108588725
Cherkasy,Europe,Ukraine,UA0011,2015,284333.0,250686.0,466.79,0.881663401715594
Aarhus,Europe,Denmark,DK2,2015,259133.0,259133.0,1466.0,1.0
Odense,Europe,Denmark,DK1,2015,166500.0,166500.0,1007.0,1.0
Žitište,Europe,Serbia,8672741,2015,15814.0,15814.0,179.0,1.0
Novi Kneževac,Europe,Serbia,8128260,2015,10461.0,10461.0,110.0,1.0
Ba?ka Topola (Moravica),Europe,Serbia,8687617,2015,5100.0,5100.0,49.5,1.0
Ba?ki Petrovac (Magli?),Europe,Serbia,8213232,2015,2500.0,2500.0,35.0,1.0
Despotovac,Europe,Serbia,7183747,2015,28931.0,9210.0,57.5,0.3183436452248453
Novo MIloševo,Europe,Serbia,8259127,2015,7508.0,7508.0,58.0,1.0
Ba?ka Palanka,Europe,Serbia,8081255,2015,56000.0,56000.0,150.0,1.0
In?ija,Europe,Serbia,8584885,2015,47433.0,44843.0,237.0,0.9453966647692534
Pan?evo,Europe,Serbia,8487502,2015,94289.0,73200.0,325.0,0.7763365822100139
Krupanj,Europe,Serbia,7314205,2015,17435.0,4000.0,50.0,0.2294235732721537
Žagubica,Europe,Serbia,7221061,2015,11899.0,8013.0,110.0,0.6734179342801916
Kuršumlija,Europe,Serbia,7172818,2015,18700.0,12500.0,60.0,0.6684491978609626
Ba?ki Petrovac (Gloakvalis),Europe,Serbia,8788901,2015,2002.0,2002.0,28.0,1.0
Majdanpek - Donji Milanovac,Europe,Serbia,20320443,2015,3919.0,3919.0,38.2,1.0
Ruski Krstur,Europe,Serbia,20916575,2015,7200.0,7200.0,53.0,1.0
Kova?ica,Europe,Serbia,8077690,2015,7500.0,7400.0,49.0,0.9866666666666667
Pan?evo - Glogonj,Europe,Serbia,8603162,2015,3000.0,3000.0,14.0,1.0
Petrovac na Mlavi,Europe,Serbia,7160658,2015,41220.0,13176.0,33.0,0.31965065502183404
Žabari,Europe,Serbia,21064564,2015,11380.0,9000.0,65.0,0.7908611599297012
Apatin,Europe,Serbia,8023263,2015,28929.0,23000.0,92.0,0.7950499498772857
Sivac/Kula,Europe,Serbia,8005052,2015,7895.0,7850.0,86.0,0.9943001899936669
Ba?ki Petrovac,Europe,Serbia,8198748,2015,9000.0,9000.0,88.0,1.0
Koceljeva,Europe,Serbia,7347103,2015,12331.0,8660.0,240.0,0.7022950287892304
Vladi?in Han,Europe,Serbia,20663901,2015,24000.0,15000.0,50.0,0.625
Alibunar,Europe,Serbia,8137838,2015,21000.0,21000.0,276.5,1.0
Priboj,Europe,Serbia,7155760,2015,27100.0,19000.0,100.0,0.7011070110701108
Varvarin,Europe,Serbia,7218281,2015,20000.0,8000.0,8.0,0.4
Žabalj,Europe,Serbia,8688613,2015,25598.0,25598.0,214.0,1.0
?ajetina,Europe,Serbia,20302976,2015,15000.0,14000.0,220.0,0.9333333333333333
Crna Trava,Europe,Serbia,17300806,2015,1663.0,550.0,4.0,0.33072760072158747
Bor,Europe,Serbia,7183453,2015,40000.0,38600.0,200.0,0.965
Crvenka,Europe,Serbia,8005079,2015,8500.0,8500.0,60.0,1.0
Majdanpek,Europe,Serbia,21062383,2015,18250.0,3707.0,10.5,0.2031232876712329
Grocka,Europe,Serbia,17536320,2015,33000.0,25668.0,156.0,0.7778181818181819
Bela Crkva,Europe,Serbia,8677425,2015,12580.0,12580.0,200.0,1.0
Ba?ka Topola ,Europe,Serbia,8032874,2015,14900.0,14900.0,39.0,1.0
Dimitrovgrad,Europe,Serbia,7299974,2015,9623.0,7051.0,40.0,0.7327236828431882
Bosilegrad,Europe,Serbia,7357362,2015,5000.0,5000.0,50.0,1.0
Mid Glamorgan,Europe,"UK, England and Wales",GB2,2015,3030618.92,3030618.92,27769.03,1.0
Bradford,Europe,"UK, England and Wales",GB1,2015,4979631.0,4979631.0,31525.14,1.0
Amtali ,South-East Asia,Bangladesh,BD72,2015,11000.0,8000.0,23.0,0.7272727272727273
Charghat,South-East Asia,Bangladesh,BD70,2015,39950.0,2200.0,7.75,0.05506883604505632
Cox Bazar,South-East Asia,Bangladesh,BD75,2015,167480.0,4690.0,18.0,0.0280033436828278
Brussels,Europe,Belgium,BE1,2015,3000666.0,3000666.0,32329.85,1.0
Oman,Eastern Mediterranean,Oman,OM1,2015,2426814.0,1137786.0,10511.0,0.4688393918940636
Verviers,Europe,Belgium,BE3,2015,2441238.2,2441238.0,27419.0,0.9999999180743607
Kremenchug,Europe,Ukraine,UAN02,2015,238829.0,181892.0,448.07,0.7615993032671912
Zaporizhye,Europe,Ukraine,UAN05,2015,125724.0,125482.0,420.0,0.9980751487385066
Ivano-Frankivsk,Europe,Ukraine,UAN06,2015,283573.0,221230.0,585.7,0.7801518480250236
Ilyichevsk,Europe,Ukraine,UAN01,2015,75556.0,73373.0,210.81,0.9711075228969241
Vyshgorod,Europe,Ukraine,UAN04,2015,27100.0,27100.0,49.83,1.0
Borispil,Europe,Ukraine,UAN03,2015,60900.0,40338.0,108.2,0.6623645320197045
Zanzibar,Africa,Tanzania,TZ109,2015,1495498.0,1160405.0,1700.0,0.7759321644027608
Han Pijesak,Europe,Bosnia and Herzegovina,BH0004,2015,3844.0,2138.0,20325.0,0.5561914672216441
Trebinje,Europe,Bosnia and Herzegovina,BH0002,2015,29198.0,26600.0,174.8,0.9110213028289609
Gacko,Europe,Bosnia and Herzegovina,BH0001,2015,9734.0,7812.0,254.0,0.802547770700637
Brod,Europe,Bosnia and Herzegovina,BH0005,2015,17943.0,16150.0,250.0,0.900072451652455
Gornji Ribnik,Europe,Bosnia and Herzegovina,BH0006,2015,6048.0,2500.0,32.7,0.41335978835978837
Prnjavor,Europe,Bosnia and Herzegovina,BH0003,2015,39000.0,21000.0,372.0,0.5384615384615384
Lisakovsk,Europe,Kazakhstan,KZ89,2015,40836.0,40836.0,153.9,1.0
Arachinovo,Europe,North Macedonia,MC0001,2015,12000.0,6000.0,47.0,0.5
Brvenica,Europe,North Macedonia,MC0003,2015,15800.0,13600.0,31.8,0.8607594936708861
Centar Zupa,Europe,North Macedonia,MC0004,2015,6516.0,2800.0,6.5,0.42971147943523635
Debrca,Europe,North Macedonia,MC0006,2015,5507.0,3172.0,105.0,0.575994189213728
Demir Hisar,Europe,North Macedonia,MC0007,2015,9560.0,4700.0,5.8,0.4916317991631799
Demir Kapija,Europe,North Macedonia,MC0008,2015,4623.0,4623.0,16.0,1.0
Dojran,Europe,North Macedonia,MC0009,2015,3426.0,2474.0,33.7,0.7221249270286048
Gevgelija,Europe,North Macedonia,MC0010,2015,22988.0,22108.0,97.0,0.9617191578214721
Jegunovce,Europe,North Macedonia,MC0011,2015,10790.0,5623.0,60.0,0.5211306765523633
Konce,Europe,North Macedonia,MC0012,2015,3532.0,3532.0,15.6,1.0
Kratovo,Europe,North Macedonia,MC0013,2015,10441.0,10200.0,140.0,0.9769179197394886
Lozovo,Europe,North Macedonia,MC0014,2015,2581.0,2082.0,11.0,0.8066640836884929
Obleshevo,Europe,North Macedonia,MC0005,2015,6500.0,1500.0,15.0,0.23076923076923078
Plasnica,Europe,North Macedonia,MC0017,2015,6000.0,6000.0,16.0,1.0
Struga,Europe,North Macedonia,MC0020,2015,63500.0,42384.0,180.0,0.6674645669291338
Zrnovci,Europe,North Macedonia,MC0024,2015,3240.0,2760.0,16.0,0.8518518518518519
Vrapchishte,Europe,North Macedonia,MC0022,2015,25400.0,14806.0,42.0,0.5829133858267717
Zelenikovo,Europe,North Macedonia,MC0023,2015,3433.0,2453.0,60.0,0.7145353917856102
Ararti,Africa,Ethiopia,ETAM3,2015,24164.0,23400.0,79.7,0.968382718093031
Bahirdar,Africa,Ethiopia,ET0011,2015,282017.0,188724.0,252.81,0.6691937010889415
Gimbi,Africa,Ethiopia,ET0004,2015,45572.0,25045.2,52.37,0.5495743000087774
Hayk,Africa,Ethiopia,ET0009,2015,23109.0,17344.0,35.45,0.7505300964991994
Hosaena,Africa,Ethiopia,ETSN17,2015,133764.0,69906.0,142.0,0.5226069794563559
Metu,Africa,Ethiopia,ETOR32,2015,42343.0,36260.0,62.2,0.8563398908910563
Mizan,Africa,Ethiopia,ETSN21,2015,64996.0,33025.0,78.0,0.5081081912733091
Robe,Africa,Ethiopia,ETOR37,2015,65284.0,39575.0,55.12,0.6061975369156302
Sheno,Africa,Ethiopia,ETOR42,2015,14117.0,12750.0,56.94,0.9031663951264433
Tepi,Africa,Ethiopia,ETSN24,2015,39743.0,16670.5,58.0,0.4194575145308608
Waja,Africa,Ethiopia,ETTG10,2015,6830.0,6461.0,19.7,0.9459736456808199
Yabelo,Africa,Ethiopia,ETOR47,2015,25725.0,16181.0,51.47,0.6289990281827017
Puerto Cortes,Americas,Honduras,HN12,2015,68260.0,66896.0,285.29,0.9800175798417814
La Romana,Americas,Dominican Republic,DR6108,2015,255700.0,180210.0,302.7,0.7047712162690654
Akre,Eastern Mediterranean,Iraq,IQ005,2015,194160.0,172038.0,708.0,0.8860630407911001
Amedi,Eastern Mediterranean,Iraq,IQ007,2015,80380.0,66747.0,455.0,0.8303931326200548
Bardarash,Eastern Mediterranean,Iraq,IQ008,2015,127450.0,125100.0,208.0,0.9815613966261278
Fayda,Eastern Mediterranean,Iraq,IQ006,2015,172755.0,147537.0,296.0,0.8540244855431102
Kalak,Eastern Mediterranean,Iraq,IQ010,2015,24348.0,23784.0,73.0,0.9768358797437161
Sarsenk,Eastern Mediterranean,Iraq,IQ009,2015,42724.0,41322.0,110.0,0.9671847205317854
Semel,Eastern Mediterranean,Iraq,IQ003,2015,218203.0,215372.0,523.0,0.9870258429077511
Shikhan,Eastern Mediterranean,Iraq,IQ004,2015,195832.0,189397.0,1580.0,0.9671402018056293
Zakho,Eastern Mediterranean,Iraq,IQ002,2015,356578.0,334783.0,854.0,0.9388773283825699
Duhok,Eastern Mediterranean,Iraq,IQ001,2015,461446.0,437721.0,1286.0,0.9485855333018381
Shire Endaslase,Africa,Ethiopia,ETTG9,2015,70753.0,44365.0,84.81,0.6270405495173349
Jablanica,Europe,Bosnia and Herzegovina,BH0010,2015,7900.0,7800.0,24.0,0.9873417721518988
Ilijaš,Europe,Bosnia and Herzegovina,BH0007,2015,16850.0,16850.0,120.0,1.0
Konjic,Europe,Bosnia and Herzegovina,BH0009,2015,16000.0,15000.0,29.5,0.9375
Kiseljak,Europe,Bosnia and Herzegovina,BH0008,2015,20722.0,8739.0,94.0,0.42172570215230193
Asossa,Africa,Ethiopia,ETBG1,2015,46171.0,35000.0,47.28,0.7580515908254098
Harar,Africa,Ethiopia,ETHR1,2015,129000.0,68524.0,70.0,0.5311937984496125
Hawassa,Africa,Ethiopia,ETSN16,2015,303314.0,158130.5,242.13,0.521342569086821
Nekemte,Africa,Ethiopia,ETOR36,2015,110640.0,60840.0,110.1,0.5498915401301518
Adola,Africa,Ethiopia,ETOR2,2015,33740.0,19020.0,51.82,0.5637225844694724
Arba Minch,Africa,Ethiopia,ETSN3,2015,142098.0,60870.0,65.0,0.4283663387239792
